spend_sum_7d,spend_mean_7d,spend_std_7d,spend_max_7d,day_count_7d,spend_sum_30d,spend_mean_30d,spend_std_30d,spend_max_30d,day_count_30d,unique_category_count_30d,cat_spend_ratio_convenience_30d,cat_spend_ratio_cafe_30d,cat_spend_ratio_food_30d,cat_spend_ratio_transport_30d,cat_spend_ratio_shopping_30d,cat_spend_ratio_housing_30d,cat_spend_ratio_entertainment_30d,cat_spend_ratio_subscription_30d,cat_spend_ratio_other_30d,user_id,date,housing_type,label_fhi
269100.0,12814.285714285714,18751.89604925798,81300.0,6.0,269100.0,12814.285714285714,18751.89604925798,81300.0,6.0,7.0,0.0081753994797473,0.0419918246005202,0.1426978818283166,0.0345596432552954,0.0,0.6793013749535489,0.041620215533259,0.0,0.0516536603493125,1,2026-01-07,dorm,40.0
114800.0,6752.941176470588,3498.254631545284,12700.0,7.0,383900.0,10102.631578947368,14452.744901230886,81300.0,13.0,9.0,0.0317791091430059,0.1216462620474081,0.1943214378744464,0.0283928106277676,0.0200573065902578,0.4761656681427455,0.062255795780151,0.0291742641312841,0.036207345662933,1,2026-01-14,dorm,81.29981766084917
238400.0,9169.23076923077,9934.352568071336,50900.0,7.0,622300.0,9723.4375,12819.01349299523,81300.0,20.0,9.0,0.0663667041619797,0.1385183994857785,0.1952434517113932,0.0366382773581873,0.1296802185441105,0.2937489956612566,0.0718303069259199,0.0355134179656114,0.0324602281857624,1,2026-01-21,dorm,24.92252243979708
497200.0,41433.333333333336,74892.50444618755,278600.0,4.0,1279200.0,15049.411764705885,32857.999736940816,278600.0,26.0,9.0,0.0462789243277048,0.0863039399624765,0.1211694809255784,0.0202470293933708,0.2700125078173859,0.3606941838649156,0.0482332707942464,0.0312695434646654,0.015791119449656,1,2026-01-31,dorm,0.0
361000.0,13370.37037037037,16869.385262127515,67200.0,7.0,1362600.0,15310.11235955056,32118.5131428002,278600.0,27.0,9.0,0.0531337149567004,0.0867459269044473,0.1467782181124321,0.0275943050051372,0.2534859826801702,0.3536621165419051,0.0370615000733891,0.0369147218552766,0.0046235138705416,1,2026-02-07,dorm,28.946342077121457
312600.0,13591.304347826086,23510.218186317245,117100.0,6.0,1554000.0,16357.894736842103,32948.967171568984,278600.0,26.0,9.0,0.0446589446589446,0.0673101673101673,0.1583011583011583,0.0277348777348777,0.3182110682110682,0.3101029601029601,0.0389317889317889,0.0251608751608751,0.0095881595881595,1,2026-02-14,dorm,48.09983452840596
282000.0,12260.869565217392,21095.34750129464,105100.0,6.0,1522600.0,16731.86813186813,34291.8626144021,278600.0,25.0,9.0,0.033561014054906,0.0554971758833574,0.1743071062655983,0.032181794299225,0.3199133061867857,0.3164980953631945,0.0260738210954945,0.0245632470773676,0.0174044397740706,1,2026-02-21,dorm,57.76829108104557
467700.0,17988.46153846154,48033.32438504844,256400.0,7.0,1423300.0,14376.767676767677,30335.254112621824,256400.0,26.0,9.0,0.0330921098854774,0.047916813040118,0.2575704349047987,0.0399775170378697,0.2072648071383404,0.3229818028525258,0.0538888498559685,0.0186889622707791,0.0186187030141221,1,2026-02-28,dorm,0.0
473800.0,20600.0,24214.530312621584,95100.0,7.0,1713500.0,16475.96153846154,31304.68598245412,256400.0,28.0,9.0,0.0226437117011963,0.0480303472424861,0.2287715202801284,0.0248030347242486,0.1919463087248322,0.4002334403268164,0.0447621826670557,0.0155237817332944,0.0232856725999416,1,2026-03-07,dorm,6.755512943432407
386700.0,17577.272727272728,39775.1742104428,195600.0,7.0,1708500.0,16915.841584158417,34537.25706077185,256400.0,29.0,9.0,0.0264559555165349,0.0496927129060579,0.1958443078724027,0.0217149546385718,0.2453614281533508,0.3490196078431372,0.079075212174422,0.0145156570090722,0.0183201638864501,1,2026-03-14,dorm,32.027593126802955
131700.0,5986.363636363636,4727.799358777772,17300.0,7.0,1480100.0,15417.708333333334,34133.85109508737,256400.0,30.0,9.0,0.029997973109925,0.0597256942098506,0.2084318627119789,0.0171610026349571,0.1691101952570772,0.4028781839064928,0.093574758462266,0.0100668873724748,0.0090534423349773,1,2026-03-21,dorm,93.39089057689152
342200.0,38022.22222222222,75408.41063874592,247900.0,4.0,1392200.0,17187.654320987655,36404.28133387695,247900.0,27.0,8.0,0.0453957764688981,0.0666570894986352,0.1504812526935785,0.0123545467605229,0.2125413015371354,0.422209452664847,0.0724033903174831,0.0179571900588995,0.0,1,2026-03-31,dorm,44.67297391589879
532200.0,15652.941176470587,21416.70918992812,106200.0,7.0,532200.0,15652.941176470587,21416.70918992812,106200.0,7.0,9.0,0.0873731679819616,0.0531754979331078,0.1972942502818489,0.009770762871101,0.051108605787298,0.4939872228485532,0.0569334836527621,0.0169109357384441,0.0334460729049229,4,2026-01-07,dorm,0.0
333400.0,14495.652173913044,17779.45757134314,85900.0,7.0,865600.0,15185.964912280702,20036.74202774713,106200.0,14.0,9.0,0.0690850277264325,0.0660813308687615,0.224815157116451,0.0098197781885397,0.2080637707948244,0.3279805914972273,0.0350046210720887,0.0103974121996303,0.0487523105360443,4,2026-01-14,dorm,35.90936097174544
207400.0,8296.0,9140.042888302,40300.0,7.0,1073000.0,13085.365853658535,17737.00913792497,106200.0,21.0,9.0,0.0701770736253494,0.064771668219944,0.2904939422180801,0.0164026095060577,0.209412861136999,0.2645852749301025,0.0282385834109972,0.0165890027958993,0.0393289841565703,4,2026-01-21,dorm,62.07242710690986
381400.0,23837.5,62325.37479831148,263400.0,4.0,1413600.0,14573.19587628866,30347.609887252223,263400.0,27.0,9.0,0.0655772495755517,0.0528438030560271,0.2534663271080928,0.0175438596491228,0.1633418222976796,0.3871675155631013,0.0072863610639501,0.0171901528013582,0.035582908885116,4,2026-01-31,dorm,17.83713315546933
381600.0,14676.923076923076,19322.412408955955,89400.0,7.0,1291200.0,13883.870967741936,30051.29052861064,263400.0,27.0,8.0,0.0315210656753407,0.0673791821561338,0.262314126394052,0.0216852540272614,0.1788258983890954,0.4103159851301115,0.0,0.0118494423791821,0.0161090458488228,4,2026-02-07,dorm,12.206585236325026
