spend_sum_7d,spend_mean_7d,spend_std_7d,spend_max_7d,day_count_7d,spend_sum_30d,spend_mean_30d,spend_std_30d,spend_max_30d,day_count_30d,unique_category_count_30d,cat_spend_ratio_convenience_30d,cat_spend_ratio_cafe_30d,cat_spend_ratio_food_30d,cat_spend_ratio_transport_30d,cat_spend_ratio_shopping_30d,cat_spend_ratio_housing_30d,cat_spend_ratio_entertainment_30d,cat_spend_ratio_subscription_30d,cat_spend_ratio_other_30d,user_id,date,housing_type,label_fhi
269100.0,12814.285714285714,18751.89604925798,81300.0,6.0,269100.0,12814.285714285714,18751.89604925798,81300.0,6.0,7.0,0.008175399479747306,0.041991824600520256,0.1426978818283166,0.03455964325529543,0.0,0.6793013749535489,0.04162021553325901,0.0,0.05165366034931252,1,2026-01-07,dorm,40.0
114800.0,6752.941176470588,3498.2546315452837,12700.0,7.0,383900.0,10102.631578947368,14452.744901230886,81300.0,13.0,9.0,0.03177910914300599,0.12164626204740818,0.19432143787444647,0.028392810627767648,0.02005730659025788,0.4761656681427455,0.06225579578015108,0.02917426413128419,0.03620734566293306,1,2026-01-14,dorm,81.29981766084917
238400.0,9169.23076923077,9934.352568071337,50900.0,7.0,622300.0,9723.4375,12819.01349299523,81300.0,20.0,9.0,0.06636670416197975,0.13851839948577857,0.1952434517113932,0.03663827735818737,0.12968021854411055,0.2937489956612566,0.07183030692591998,0.035513417965611443,0.032460228185762496,1,2026-01-21,dorm,24.922522439797078
497200.0,41433.333333333336,74892.50444618755,278600.0,4.0,1279200.0,15049.411764705883,32857.999736940816,278600.0,26.0,9.0,0.046278924327704814,0.08630393996247655,0.12116948092557848,0.020247029393370856,0.2700125078173859,0.3606941838649156,0.048233270794246406,0.031269543464665414,0.015791119449656034,1,2026-01-31,dorm,0.0
361000.0,13370.37037037037,16869.385262127515,67200.0,7.0,1362600.0,15310.112359550561,32118.513142800202,278600.0,27.0,9.0,0.053133714956700426,0.08674592690444738,0.1467782181124321,0.027594305005137237,0.25348598268017025,0.35366211654190516,0.03706150007338911,0.03691472185527668,0.004623513870541612,1,2026-02-07,dorm,28.946342077121457
312600.0,13591.304347826086,23510.218186317245,117100.0,6.0,1554000.0,16357.894736842105,32948.967171568984,278600.0,26.0,9.0,0.04465894465894466,0.06731016731016731,0.1583011583011583,0.027734877734877737,0.3182110682110682,0.3101029601029601,0.03893178893178893,0.02516087516087516,0.009588159588159588,1,2026-02-14,dorm,48.09983452840596
282000.0,12260.869565217392,21095.34750129464,105100.0,6.0,1522600.0,16731.86813186813,34291.8626144021,278600.0,25.0,9.0,0.03356101405490608,0.05549717588335742,0.1743071062655983,0.03218179429922501,0.31991330618678576,0.3164980953631945,0.02607382109549455,0.02456324707736766,0.01740443977407067,1,2026-02-21,dorm,57.76829108104557
467700.0,17988.46153846154,48033.32438504844,256400.0,7.0,1423300.0,14376.767676767677,30335.254112621824,256400.0,26.0,9.0,0.033092109885477415,0.047916813040118036,0.2575704349047987,0.03997751703786974,0.20726480713834047,0.3229818028525258,0.05388884985596852,0.018688962270779177,0.01861870301412211,1,2026-02-28,dorm,0.0
473800.0,20600.0,24214.530312621584,95100.0,7.0,1713500.0,16475.96153846154,31304.685982454117,256400.0,28.0,9.0,0.022643711701196383,0.048030347242486136,0.2287715202801284,0.024803034724248614,0.1919463087248322,0.40023344032681646,0.044762182667055735,0.015523781733294427,0.02328567259994164,1,2026-03-07,dorm,6.755512943432407
386700.0,17577.272727272728,39775.1742104428,195600.0,7.0,1708500.0,16915.841584158417,34537.25706077185,256400.0,29.0,9.0,0.02645595551653497,0.049692712906057944,0.1958443078724027,0.021714954638571846,0.24536142815335088,0.34901960784313724,0.07907521217442201,0.014515657009072286,0.0183201638864501,1,2026-03-14,dorm,32.027593126802955
