spend_sum_7d,spend_mean_7d,spend_std_7d,spend_max_7d,day_count_7d,spend_sum_30d,spend_mean_30d,spend_std_30d,spend_max_30d,day_count_30d,unique_category_count_30d,cat_spend_ratio_convenience_30d,cat_spend_ratio_cafe_30d,cat_spend_ratio_food_30d,cat_spend_ratio_transport_30d,cat_spend_ratio_shopping_30d,cat_spend_ratio_housing_30d,cat_spend_ratio_entertainment_30d,cat_spend_ratio_subscription_30d,cat_spend_ratio_other_30d,user_id,date,housing_type,label_fhi
652600.0,27191.666666666668,35988.59676650678,120000.0,7.0,652600.0,27191.666666666668,35988.59676650678,120000.0,7.0,6.0,0.021146184492798,0.0525589947900704,0.1310144039227704,0.0078148942690775,0.2205026049647563,0.5669629175605271,0.0,0.0,0.0,2,2026-01-07,off_campus,27.142857142857157
154100.0,6420.833333333333,4159.525129814167,15900.0,7.0,806700.0,16806.25,27642.30910405581,120000.0,14.0,8.0,0.0332217676955497,0.0811949919424817,0.1832155696045617,0.0209495475393578,0.1977191025164249,0.458658733110202,0.0197099293417627,0.0,0.0053303582496591,2,2026-01-14,off_campus,90.70339478297828
228900.0,9537.5,10994.461200228656,50700.0,7.0,1035600.0,14383.333333333334,23694.55516451922,120000.0,21.0,9.0,0.0378524526844341,0.0737736577829277,0.2135959830050212,0.0212437234453456,0.2550212437234453,0.3572808033989957,0.0206643491695635,0.0164156044804943,0.0041521823097721,2,2026-01-21,off_campus,61.79606025492469
608500.0,40566.66666666666,116107.76411975596,473000.0,4.0,1615600.0,18570.114942528737,53770.1090209488,473000.0,27.0,9.0,0.0296484278286704,0.05812082198564,0.1448997276553602,0.0188165387472146,0.1787571180985392,0.5217875711809854,0.0132458529338945,0.0282867046298588,0.0064372369398365,2,2026-01-31,off_campus,0.0
254200.0,13378.947368421052,14586.207578515592,62400.0,5.0,1230900.0,15196.296296296296,52337.66305383629,473000.0,25.0,9.0,0.0306279957754488,0.0637744739621415,0.1669510114550329,0.0253473068486473,0.1371354293606304,0.4859046226338451,0.0363148915427735,0.0371273052238199,0.0168169631976602,2,2026-02-07,off_campus,58.30959924793704
300500.0,15815.78947368421,16598.581523348843,64700.0,6.0,1394400.0,18109.090909090908,53954.05015144815,473000.0,24.0,9.0,0.0273952954675846,0.0580895008605851,0.1814400458978772,0.0147016637980493,0.2030263912794033,0.4501577739529547,0.0206540447504302,0.0327739529546758,0.0117613310384394,2,2026-02-14,off_campus,58.88339070567986
300300.0,10010.0,8496.052024322827,35300.0,7.0,1477200.0,17176.74418604651,51057.670709080376,473000.0,24.0,9.0,0.0406850798808556,0.0564581640942323,0.2185215272136474,0.0262659084754941,0.1526536691037097,0.4249255347955591,0.0499593826157595,0.0194286487950176,0.0111020850257243,2,2026-02-21,off_campus,55.07311129163282
883700.0,46510.52631578947,128558.6980198738,576500.0,6.0,1738700.0,19985.05747126437,62787.26814481302,576500.0,24.0,9.0,0.0358313682636452,0.0446310461839305,0.1873813768907804,0.0235233220222004,0.2160809800425605,0.4205440846609536,0.054638523034451,0.0114453327198481,0.0059239661816299,2,2026-02-28,off_campus,0.0
535200.0,20584.615384615383,31522.369252859306,139900.0,7.0,2056500.0,21201.03092783505,61280.44287821,576500.0,28.0,9.0,0.036664235351325,0.0448820812059324,0.1453440311208363,0.0217359591539022,0.1979576951130561,0.4690007293946024,0.0660345246778507,0.0128859713104789,0.0054947726720155,2,2026-03-07,off_campus,21.81119099718661
165400.0,9188.888888888889,8541.135033139388,30900.0,7.0,1910800.0,19904.166666666668,61424.15871874482,576500.0,28.0,9.0,0.0348545111994975,0.0422859535273184,0.1399937199078919,0.0295687670085827,0.1688821436047728,0.4758739794850324,0.0887586351266485,0.0138685367385388,0.0059137534017165,2,2026-03-14,off_campus,94.38649481144772
181500.0,8642.857142857143,7314.146204026656,33600.0,7.0,1844100.0,19829.032258064515,62436.23427687146,576500.0,29.0,9.0,0.0291198958841711,0.0409956076134699,0.1219565099506534,0.0279269020118214,0.1868662220053142,0.4930860582397918,0.0686513746543029,0.0252697792961336,0.0061276503443414,2,2026-03-21,off_campus,90.77180506170257
61400.0,3611.764705882353,2944.1631893991794,11200.0,4.0,1395400.0,15856.818181818182,49183.66043222481,439000.0,27.0,9.0,0.0323204815823419,0.0546079977067507,0.1533610434284076,0.0408485022215852,0.0683674931919162,0.5531030528880607,0.0701590941665472,0.0191342984090583,0.0080980364053318,2,2026-03-31,off_campus,95.0
